# ALMA_1300
# energy
# ALMA_band_6 (1.1-1.4 mm)
#	Lambda	Transmission
	11000000	1
	11050000	1
	11100000	1
	11150000	1
	11200000	1
	11250000	1
	11300000	1
	11350000	1
	11400000	1
	11450000	1
	11500000	1
	11550000	1
	11600000	1
	11650000	1
	11700000	1
	11750000	1
	11800000	1
	11850000	1
	11900000	1
	11950000	1
	12000000	1
	12050000	1
	12100000	1
	12150000	1
	12200000	1
	12250000	1
	12300000	1
	12350000	1
	12400000	1
	12450000	1
	12500000	1
	12550000	1
	12600000	1
	12650000	1
	12700000	1
	12750000	1
	12800000	1
	12850000	1
	12900000	1
	12950000	1
	13000000	1
	13050000	1	
	13100000	1
	13150000	1
	13200000	1
	13250000	1
	13300000	1
	13350000	1
	13400000	1
	13450000	1
	13500000	1
	13550000	1
	13600000	1
	13650000	1
	13700000	1
	13750000	1
	13800000	1
	13850000	1
	13900000	1
	13950000	1
	14000000	1
